cod6;nome;Esperança de vida ao nascer 2010;Mortalidade infantil 2010;Mortalidade até 5 anos de idade 2010;IDHM 2010;Taxa de envelhecimento 2010;População em domicílios vulneráveis e com idoso 2010;Renda per capita 2010
260570;Floresta;73.93;14.2;16.53;0.736;9.05;42;649.71
260580;Frei Miguelinho;70.47;25.5;27.49;0.576;13.08;1320;286.08
260590;Gameleira;70.54;25.3;27.27;0.602;5.76;3520;231.5
260600;Garanhuns;72.69;19.5;21.01;0.664;7.51;8416;492.44
260610;Glória do Goitá;70.88;24.3;26.22;0.604;8.05;2416;278.33
260620;Goiana;71.75;21.9;23.62;0.651;6.89;6429;364.77
260630;Granito;71.4;22.9;24.66;0.595;8.64;499;234.9
260640;Gravatá;72.63;19.6;21.16;0.634;8.47;6011;402.96
260650;Iati;71.09;23.7;25.57;0.528;7.85;2091;200.95
260660;Ibimirim;67.33;35.7;38.45;0.552;6.72;2824;220.98
260670;Ibirajuba;70.16;26.5;28.49;0.58;11.61;878;238.23
260680;Igarassu;71.83;21.7;23.4;0.665;5.98;7620;384.1
260700;Inajá;67.66;34.5;37.17;0.523;5.13;1575;182.73
260700;Inajá;73.44;14.9;17.36;0.705;10.04;94;538.69
260710;Ingazeira;70.96;24.1;25.99;0.608;9.05;298;286.41
260720;Ipojuca;71.44;22.8;24.54;0.619;4.38;5320;362.68
260730;Ipubi;67.72;34.3;36.95;0.55;6.99;1681;231.47
260740;Itacuruba;67.7;34.4;37.04;0.595;6.2;363;271.71
260750;Itaíba;66.25;39.7;42.72;0.51;7.85;2538;218.32
260760;Ilha de Itamaracá;73.55;17.4;18.78;0.653;5.01;1035;394.85
260765;Itambé;69.99;27.4;29.58;0.578;8.68;2211;312.32
260765;Itambé;68.59;31.4;33.79;0.575;7.59;4701;271
260765;Itambé;76.26;11.1;12.95;0.746;9.55;49;588.49
260770;Itapetim;67.25;36;38.74;0.592;11.45;943;331.14
260775;Itapissuma;70.85;24.4;26.3;0.633;5.55;2219;312.47
260780;Itaquitinga;67.87;33.8;36.38;0.586;6.45;1204;251.09
260790;Jaboatão dos Guararapes;74.82;15.95;12.85;0.717;5.9;30266;593.9
260795;Jaqueira;70.07;26.7;28.77;0.575;6.16;1370;256.76
260800;Jataúba;67.74;34.3;36.87;0.53;9.17;1153;244.26
260810;João Alfredo;68.18;32.8;35.27;0.576;9.91;2508;276.15
260820;Joaquim Nabuco;65.55;42.5;45.67;0.554;5.78;1233;263.01
260825;Jucati;65.87;41.2;44.31;0.55;8.39;777;232.08
260830;Jupi;66.88;37.4;40.19;0.575;8.7;1096;260.42
260845;Lagoa do Carro;72.31;20.5;22.06;0.609;6.81;833;271.36
260850;Lagoa de Itaenga;71.44;22.8;24.54;0.602;6.8;1427;252.8
260860;Lagoa do Ouro;68.99;30.1;32.39;0.525;8.16;970;224.13
260870;Lagoa dos Gatos;68.49;31.7;34.13;0.551;9.22;966;253.4
260875;Lagoa Grande;73.72;17.4;20.2;0.679;6.67;283;543.58
260875;Lagoa Grande;67.28;35.9;38.61;0.597;5.54;1475;296.99
260880;Lajedo;70.5;25.4;27.39;0.611;9.48;2167;333.52
260890;Limoeiro;72.81;19.2;20.68;0.663;8.93;4414;398.37
260900;Macaparana;71.7;22.1;23.77;0.609;9.15;2691;278.93
260910;Machados;70.99;24;25.88;0.578;7.45;1129;231.75
260915;Manari;65.89;41.1;44.21;0.487;6.39;1780;155.49
260920;Maraial;66.85;37.5;40.3;0.534;5.53;1509;232.31
260930;Mirandiba;71.12;23.7;25.48;0.591;8;2214;193.86
260940;Moreno;73.28;18.1;19.45;0.652;6.83;4034;356.7
260950;Nazaré da Mata;72.31;20.5;22.06;0.662;7.84;2799;351.46
260960;Olinda;75.16;14.79;11.92;0.735;7.99;22253;640.13
260970;Orobó;72.19;20.8;22.38;0.61;10.14;2645;237.64
260980;Orocó;70.96;24.1;25.98;0.61;5.21;914;224.41
260990;Ouricuri;71.4;22.9;24.66;0.572;7.33;5087;291.75
261000;Palmares;69.62;28.1;30.25;0.622;6.7;6377;311.09
261010;Palmeirina;65.87;41.2;44.31;0.549;9.7;803;251.44
261020;Panelas;71.68;22.1;23.85;0.569;10.15;2500;238.61
261030;Paranatama;67.17;36.3;39.06;0.537;9.72;1005;213.74
261050;Passira;70.78;24.6;26.53;0.592;9.33;2337;259.04
261060;Paudalho;71.92;21.5;23.15;0.639;5.76;4444;360.06
261080;Pedra;69.59;28.2;30.34;0.567;8.23;2331;244.48
261090;Pesqueira;70.04;26.8;28.86;0.61;9.25;4162;329.16
261100;Petrolândia;70.3;26;28.04;0.623;5.56;1387;344.04
261100;Petrolândia;73.1;16.4;19.2;0.716;9.88;133;799.56
261110;Petrolina;72.95;18.67;20.16;0.697;4.64;12352;605.06
261130;Pombos;72.42;20.2;21.75;0.598;8.16;2034;302.97
261150;Quipapá;69.57;28.2;30.4;0.552;7.5;3064;215.92
261153;Quixaba;70.14;26.5;28.53;0.577;7.67;486;216.87
261160;Recife;74.5;15.56;12.54;0.772;8.14;68988;1144.26
261170;Riacho das Almas;70.39;25.8;27.74;0.57;9.75;1295;306.61
261180;Ribeirão;67.68;34.5;37.09;0.602;6.62;4593;324.47
261190;Rio Formoso;73.56;17.4;18.74;0.613;5.09;1818;264.16
261200;Sairé;72.05;21.2;22.79;0.585;10.33;659;297.91
261220;Salgueiro;72.92;18.9;20.4;0.669;7;3954;441.79
261230;Saloá;69.61;28.1;30.26;0.559;10.54;1412;259.1
261240;Sanharó;70.47;25.5;27.49;0.603;7.95;1967;267.58
261247;Santa Cruz da Baixa Verde;72.14;20.9;22.53;0.612;8.91;842;256.26
261250;Santa Cruz do Capibaribe;73.35;17.9;19.27;0.648;4.55;2214;507.05
261260;Santa Maria da Boa Vista;71.39;22.9;24.7;0.59;5.38;2709;267.86
261270;Santa Maria do Cambucá;69.08;29.8;32.08;0.548;10.05;927;279.1
261280;Santa Terezinha;70.65;23;28.19;0.609;5.49;561;326.47
261280;Santa Terezinha;69.2;29.4;31.67;0.593;8.57;1029;229.83
261280;Santa Terezinha;74.01;15;17.58;0.669;6.15;430;421.9
261290;São Benedito do Sul;69.17;29.5;31.77;0.53;7.03;2099;178.27
261300;São Bento do Una;72.34;20.4;21.98;0.593;7.78;3780;319.47
261310;São Caitano;70.38;25.8;27.77;0.591;8.5;2581;300.16
261320;São João;71.09;23.7;25.57;0.57;8.43;2165;269.44
261320;São João;75.27;12.4;14.41;0.727;10.02;219;605.55
261330;São Joaquim do Monte;69.47;28.6;30.76;0.537;9.56;1176;244.22
261340;São José da Coroa Grande;69.15;29.6;31.82;0.608;5.96;1427;304.5
261350;São José do Belmonte;71.12;23.7;25.48;0.61;8.67;2877;275.14
261360;São José do Egito;71.13;23.6;25.45;0.635;10.4;2360;338.9
261390;Serra Talhada;72.97;18.8;20.26;0.661;7.94;4868;407.34
261400;Serrita;70.62;25.1;27.02;0.595;8.28;1809;233.56
261410;Sertânia;70.14;26.5;28.53;0.613;9.15;3444;337.53
261420;Sirinhaém;70.76;24.7;26.58;0.597;4.8;3972;273.75
261430;Moreilândia;71.05;23.9;25.69;0.6;8.72;1033;206.11
261440;Solidão;70.27;26.1;28.13;0.585;7.71;353;240.64
261450;Surubim;70.37;25.8;27.81;0.635;9.17;3901;372.11
261460;Tabira;71.19;23.5;25.28;0.605;9.15;1973;278.14
261470;Tacaimbó;69.86;27.4;29.44;0.554;9.56;897;225.21
261480;Tacaratu;67.63;34.7;37.3;0.573;7.59;2326;205.06
261485;Tamandaré;69.71;27.8;29.94;0.593;5.15;1800;301.15
261500;Taquaritinga do Norte;72.76;19.3;20.83;0.641;7.63;788;419.74
261510;Terezinha;67.65;34.6;37.21;0.545;8.83;795;225.28
261520;Terra Nova;67.02;37.4;40.34;0.578;8.09;1295;296.6
261520;Terra Nova;69.43;28.7;30.87;0.599;7.46;767;237.89
261530;Timbaúba;71.14;23.6;25.42;0.618;8.22;4584;318.8
261540;Toritama;72.83;19.2;20.64;0.618;4.32;764;470.44
261550;Tracunhaém;71.58;22.4;24.11;0.605;6.5;1174;272.81
261560;Trindade;74.3;11.78;13.98;0.699;5.84;2517;558.61
261560;Trindade;71.05;23.9;25.69;0.595;6.18;2060;338.39
261580;Tupanatinga;69.82;27.5;29.57;0.519;7.24;2321;172.52
261590;Tuparetama;69.95;27.1;29.14;0.634;12.18;452;360.29
261600;Venturosa;70.04;26.8;28.86;0.592;7.93;1219;276.94
261610;Verdejante;70.62;25.1;27.02;0.605;8.58;880;260.66
261618;Vertente do Lério;68.54;31.5;33.94;0.563;10.29;627;219.88
261620;Vertentes;68.69;31;33.42;0.582;9.48;1348;337.92
261640;Vitória de Santo Antão;71.07;23.8;25.65;0.64;7.43;8424;401.16
261650;Xexéu;67.15;36.4;39.13;0.552;6.49;1590;243.39
270020;Anadia;70.35;28.4;30.93;0.568;7.33;1608;239.53
270030;Arapiraca;71.82;22;23.96;0.649;6.19;13869;423.28
270040;Atalaia;70.13;29;31.69;0.561;5.1;5364;237.33
270040;Atalaia;76.24;11.1;12.98;0.736;10.63;65;649.55
270050;Barra de Santo Antônio;68.9;33.1;36.09;0.557;4.67;1215;247.81
270090;Belo Monte;68.49;34.5;37.64;0.517;6.44;572;187.77
270100;Boca da Mata;70.47;28;30.52;0.604;5.7;2753;260.2
270110;Branquinha;66.96;40.2;43.74;0.513;4.88;980;221.93
270120;Cacimbinhas;66.82;40.6;44.29;0.531;8.4;843;259.72
270130;Cajueiro;66.45;42.1;45.86;0.562;5.51;2188;232.85
270135;Campestre;68.73;33.7;36.71;0.559;6.24;787;245.43
270135;Campestre;75.59;14.4;16.8;0.698;9.38;505;669.87
270140;Campo Alegre;69.5;31.1;33.91;0.57;4.06;4652;217.72
270140;Campo Alegre;75.69;12.6;14.79;0.714;8.15;304;539.9
270150;Campo Grande;69.35;31.6;34.44;0.524;6.84;741;181.54
270150;Campo Grande;75.62;16.48;19.89;0.784;6.7;13629;1089.37
270160;Canapi;68.11;35.9;39.1;0.506;6.94;1379;183.83
270170;Capela;69.59;30.8;33.56;0.573;6.49;1864;251.36
270170;Capela;70.97;24.7;26.67;0.615;6.92;2419;326.55
270180;Carneiros;67.56;37.9;41.27;0.526;6.39;827;199.58
270190;Chã Preta;69.22;32;34.92;0.575;6.24;624;226.6
270200;Coité do Nóia;68.8;33.4;36.45;0.533;7.46;695;203.15
270210;Colônia Leopoldina;66.55;41.7;45.46;0.517;6.02;2295;242.28
270220;Coqueiro Seco;70.4;28.2;30.75;0.586;6.32;386;299.47
270230;Coruripe;71.12;26;28.36;0.626;4.76;3415;315.85
270235;Craíbas;66.22;43;46.84;0.525;6.23;1565;199.54
270240;Delmiro Gouveia;71.42;25.1;27.39;0.612;6.79;3170;332.13
270250;Dois Riachos;70.74;27.2;29.62;0.532;7.44;941;194.81
270255;Estrela de Alagoas;68.19;35.6;38.79;0.534;9.38;1341;196.92
270260;Feira Grande;69.17;32.2;35.09;0.533;6.89;1880;193.07
270270;Feliz Deserto;67.46;38.2;41.68;0.565;5.85;368;245.49
270280;Flexeiras;66.59;41.6;45.29;0.527;5.81;1461;213.44
270290;Girau do Ponciano;70.72;27.2;29.67;0.536;5.89;3176;177.55
270300;Ibateguara;66.06;43.6;47.54;0.518;7.07;1839;199.68
270310;Igaci;71.45;25;27.29;0.564;8.07;1844;241.17
270320;Igreja Nova;71.23;25.7;28.01;0.568;7.12;1482;254.34
270330;Inhapi;68.09;36;39.19;0.484;7.15;1969;180.64
270340;Jacaré dos Homens;70.54;27.8;30.28;0.583;6.28;487;235.11
270350;Jacuípe;70.32;28.5;31.04;0.548;5.4;674;219.52
270360;Japaratinga;69.1;32.4;35.36;0.57;5.04;698;260.92
270370;Jaramataia;67.08;39.7;43.21;0.552;5.67;277;219.1
270375;Jequiá da Praia;71.32;25.4;27.71;0.556;4.81;932;199.39
270380;Joaquim Gomes;70.82;26.9;29.34;0.531;5.17;2502;190.23
270400;Junqueiro;67.85;36.8;40.12;0.575;6.68;1891;306.96
270410;Lagoa da Canoa;67.16;39.4;42.88;0.552;6.86;1534;231.56
270420;Limoeiro de Anadia;69.51;31.1;33.87;0.58;6.61;2896;285.98
270430;Maceió;72.94;22.02;24.01;0.721;5.54;36632;792.54
270440;Major Isidoro;70.31;28.5;31.07;0.566;7.86;1503;270.04
270450;Maragogi;70.96;26.5;28.9;0.574;4.5;2455;253.86
270460;Maravilha;69.54;31;33.75;0.569;7.17;777;229.39
270460;Maravilha;78.17;9.5;11.17;0.781;8.21;76;896.02
270470;Marechal Deodoro;72.55;21.9;23.92;0.642;4.94;3006;431.43
270480;Maribondo;70.07;29.2;31.89;0.597;8.25;1396;297.05
270490;Mar Vermelho;70.97;26.4;28.85;0.577;8.49;361;229.81
270500;Mata Grande;66.09;43.6;47.43;0.504;7.25;2135;186.87
270510;Matriz de Camaragibe;71.62;24.5;26.78;0.584;5.51;2062;231.82
270520;Messias;67.82;36.9;40.24;0.568;5.1;1222;256.45
270530;Minador do Negrão;71;26.4;28.76;0.563;7.2;416;231.37
270540;Monteirópolis;67.57;37.8;41.24;0.539;7.05;511;176.62
270550;Murici;66.11;43.5;47.34;0.527;5.45;2571;233.16
270560;Novo Lino;66.38;42.4;46.18;0.521;5.49;1190;239.75
270570;Olho D'Água das Flores;70.13;29;31.67;0.565;7.06;1857;274.46
270580;Olho D'Água do Casado;72.09;23.2;25.32;0.525;6.14;628;211.97
270590;Olho D'Água Grande;65.4;46.4;50.48;0.503;7.28;475;151.62
270620;Palestina;69.08;32.5;35.4;0.558;7.1;352;185.39
270620;Palestina;75.88;13.4;15.54;0.732;11.94;171;692.43
270630;Palmeira dos Índios;72.61;21.8;23.76;0.638;8.51;6115;391.37
270642;Pariconha;70.23;28.7;31.32;0.548;8.3;858;211.13
270644;Paripueira;71;26.4;28.76;0.605;4.88;902;324.93
270650;Passo de Camaragibe;67.19;39.3;42.78;0.533;5.2;1542;194.73
270660;Paulo Jacinto;68.94;33;35.94;0.589;8.32;773;247.2
270670;Penedo;71.42;25.1;27.41;0.63;6.53;5908;339.15
270700;Pindoba;67.16;39.4;42.88;0.574;7.12;220;292.88
270710;Piranhas;72.14;23;25.15;0.589;4.67;1316;265.96
270710;Piranhas;75.89;12;14.17;0.721;10.23;365;621.14
270730;Porto Calvo;68.36;35;38.14;0.586;5.54;2052;257.64
270740;Porto de Pedras;71.14;25.9;28.3;0.541;5.78;872;233.72
270750;Porto Real do Colégio;70.46;28;30.54;0.551;7.18;1792;195.26
270760;Quebrangulo;71.52;24.8;27.09;0.559;7.29;1047;224.78
270770;Rio Largo;72.25;22.8;24.83;0.643;5.43;4993;369.11
270780;Roteiro;65.3;46.8;50.94;0.505;4.46;538;208.84
270790;Santa Luzia do Norte;71.17;25.8;28.21;0.597;5.99;687;295.95
270800;Santana do Ipanema;71.17;25.8;28.18;0.591;6.53;2860;293.85
270810;Santana do Mundaú;70.13;29;31.67;0.519;6.3;988;194.87
270820;São Brás;68.93;33;35.97;0.572;7.96;608;220.92
270830;São José da Laje;70.28;28.6;31.16;0.573;6.48;1805;284.02
270840;São José da Tapera;67.2;39.2;42.72;0.527;6.42;2194;188.84
270850;São Luís do Quitunde;67.05;39.8;43.35;0.536;4.39;2627;244.85
270860;São Miguel dos Campos;71.21;25.7;28.06;0.623;4.89;3589;360.82
270870;São Miguel dos Milagres;70.14;29;31.64;0.591;6.74;812;237.78
270880;São Sebastião;67.81;36.9;40.27;0.549;5.97;2328;225.84
270880;São Sebastião;77.51;9.24;10.72;0.772;5.43;1088;837.48
270890;Satuba;72.62;21.7;23.72;0.66;4.83;973;377.42
270895;Senador Rui Palmeira;68.67;33.9;36.96;0.518;6.2;1101;159.61
270900;Tanque D'Arca;69.85;30;32.66;0.555;8.48;614;217.85
270910;Taquarana;67.61;37.7;41.07;0.541;7.89;1885;215.16
270915;Teotônio Vilela;67.01;40;43.53;0.564;4.71;3095;244.39
270920;Traipu;70.92;26.6;29.02;0.532;6.94;2263;178.79
270930;União dos Palmares;70.83;26.9;29.32;0.593;6.44;5115;313.92
280010;Amparo de São Francisco;68.66;31.9;34.38;0.611;7.87;232;275.32
280020;Aquidabã;69.83;28.1;30.32;0.578;8.52;1391;282.19
280030;Aracaju;74.36;15.61;16.9;0.77;6;16395;1052.03
280040;Arauá;72;21.8;23.57;0.595;6.44;911;245.7
280060;Barra dos Coqueiros;71.54;23.1;24.91;0.649;4.8;1380;448.81
280067;Boquim;71.27;23.8;25.75;0.604;7.1;1739;296.54
280070;Brejo Grande;67.03;37.6;40.53;0.54;6.23;698;197.69
280100;Campo do Brito;72.57;20.3;21.95;0.621;8.63;918;391.94
280110;Canhoba;68.3;33.1;35.71;0.569;7.2;253;249.3
280120;Canindé de São Francisco;69.48;29.2;31.51;0.567;4.18;1653;270.17
280140;Carira;72.45;20.6;22.3;0.588;8.17;1503;297.74
280150;Carmópolis;71.98;21.9;23.63;0.643;4.02;787;385.16
280160;Cedro de São João;68.83;31.3;33.78;0.623;9.39;514;352.53
280170;Cristinápolis;70.27;26.7;28.87;0.553;5.32;1417;229.99
280190;Cumbe;69.9;27.9;30.11;0.604;8.44;308;288.67
280200;Divina Pastora;70.17;27;29.2;0.61;5.94;217;278.62
280210;Estância;71.94;22;23.75;0.647;6.31;3513;395.41
280230;Frei Paulo;71.09;24.3;26.27;0.589;6.94;588;386.65
280240;Gararu;71.95;22;23.73;0.564;6.8;744;236.06
280250;General Maynard;71.53;23.1;24.94;0.645;6.69;218;354.58
280260;Gracho Cardoso;68.76;31.5;34.01;0.577;8.43;513;264.86
280270;Ilha das Flores;69.1;30.4;32.82;0.562;7.39;1030;195.64
280280;Indiaroba;71.31;23.7;25.63;0.58;5.61;1271;220.89
280300;Itabaianinha;70.66;25.6;27.64;0.556;6.05;2720;253.22
280310;Itabi;69.86;28;30.24;0.602;8.79;396;276.77
280320;Itaporanga D'Ajuda;71.72;22.6;24.4;0.561;5.76;2683;242.62
280330;Japaratuba;70.39;26.4;28.49;0.621;6.75;1345;296.93
280340;Japoatã;67.01;37.7;40.63;0.56;6.53;906;246.68
280350;Lagarto;71.5;28.13;30.32;0.625;7.34;5303;362.8
280360;Laranjeiras;71.3;23.8;25.65;0.642;4.25;2168;313.29
280370;Macambira;68.66;31.8;34.37;0.583;8.5;267;282.4
280380;Malhada dos Bois;68.31;33;35.64;0.599;6.25;378;261.05
280390;Malhador;71.87;22.2;23.95;0.587;6.88;455;308.04
280400;Maruim;71.85;22.2;24;0.618;5.22;780;314.55
280410;Moita Bonita;72.53;20.4;22.06;0.587;9.59;382;326.89
280420;Monte Alegre de Sergipe;68.54;32.3;34.83;0.553;5.35;857;229.3
280430;Muribeca;71.24;23.9;25.82;0.626;6.81;537;286.8
280440;Neópolis;67.13;37.2;40.16;0.589;7.28;1626;286.69
280445;Nossa Senhora Aparecida;71.45;23.3;25.18;0.577;7.38;402;289.16
280450;Nossa Senhora da Glória;70.02;27.5;29.7;0.587;6.1;1731;316.84
280460;Nossa Senhora das Dores;69.93;27.8;29.99;0.6;7.18;1763;294.53
280470;Nossa Senhora de Lourdes;68.13;33.6;36.32;0.598;7.2;406;261.29
280480;Nossa Senhora do Socorro;73.64;17.7;19.1;0.664;3.15;5064;379.98
280500;Pedra Mole;66.88;38.1;41.16;0.593;7.4;152;332.75
280510;Pedrinhas;70.01;27.5;29.73;0.592;6.42;858;273.91
280520;Pinhão;73.36;15;17.5;0.654;5.29;1290;454.31
280520;Pinhão;67.63;35.4;38.22;0.583;8.09;340;295.24
280530;Pirambu;70.86;25;27;0.603;5.72;602;257.65
280560;Porto da Folha;69.36;29.6;31.94;0.568;6.53;1837;226.66
280570;Propriá;71.58;23;24.8;0.661;7.12;1675;400.35
280580;Riachão do Dantas;71.87;22.2;23.95;0.539;7.64;1804;212.37
280600;Ribeirópolis;71.15;24.2;26.11;0.613;8.85;583;357.17
280610;Rosário do Catete;68.84;31.3;33.76;0.631;4.55;546;341.06
280620;Salgado;72.35;20.9;22.58;0.609;6.78;933;311.33
280630;Santa Luzia do Itanhy;70.82;25.1;27.12;0.545;5.08;1144;194.24
280640;Santana do São Francisco;67.98;34.2;36.87;0.59;6.05;577;236.25
280650;Santa Rosa de Lima;75.55;12.8;15;0.757;9.15;10;731.43
280650;Santa Rosa de Lima;70.94;24.8;26.74;0.592;7.92;501;213.07
280660;Santo Amaro das Brotas;71.7;22.6;24.44;0.637;6.69;854;362.46
280670;São Cristóvão;73.01;18.77;20.31;0.662;4.7;3061;388.36
280700;São Miguel do Aleixo;70.16;27.1;29.24;0.567;7.44;236;279.25
280710;Simão Dias;71.51;23.2;25.01;0.604;8.68;2595;293.99
280720;Siriri;69.42;29.4;31.71;0.609;6.71;631;268.51
280730;Telha;68.31;33;35.64;0.604;6.26;145;268.17
280740;Tobias Barreto;67.13;37.2;40.15;0.557;7.74;3908;353.87
280750;Tomar do Geru;69.73;28.4;30.65;0.551;6.55;927;203.09
280760;Umbaúba;68.15;33.6;36.26;0.579;5.39;1113;272.53
290010;Abaíra;69.76;28.1;30.35;0.603;14.61;625;290.53
290020;Abaré;71.55;22.9;24.71;0.575;6.77;2082;220.16
290030;Acajutiba;68.39;32.6;35.13;0.582;8.88;1079;260.46
290035;Adustina;68.07;33.7;36.31;0.546;7.9;1324;211.37
290040;Água Fria;69.79;28;30.24;0.55;9.8;1977;215.12
290050;Érico Cardoso;70.47;26;28.04;0.584;10.41;878;258.28
290060;Aiquara;69;30.6;32.96;0.583;10.13;498;283.24
290070;Alagoinhas;72.39;21.84;17.61;0.683;7.28;7678;553.17
290080;Alcobaça;71.28;23.6;25.53;0.608;6.53;1564;357.99
290090;Almadina;70.07;27.2;29.33;0.563;10.79;762;265.39
290100;Amargosa;73.4;18.1;19.56;0.625;10.17;3176;369.84
290110;Amélia Rodrigues;73.59;17.7;19.07;0.666;6.99;1595;354.66
290115;América Dourada;70.05;27.2;29.38;0.561;7.3;1362;186.1
290120;Anagé;71.27;23.7;25.56;0.54;11.09;2912;243.52
290130;Andaraí;70.84;24.9;26.88;0.555;7.42;1758;230.36
290135;Andorinha;68.88;30.9;33.37;0.588;8.66;1170;305.81
290140;Angical;71.67;22.6;24.37;0.625;8.7;1086;266.89
290150;Anguera;70.94;24.6;26.55;0.589;10.62;1620;269
290160;Antas;69.35;29.4;31.76;0.592;10.22;1882;283.59
290170;Antônio Cardoso;71.06;24.3;26.2;0.561;9.48;1160;236.86
290190;Aporá;70.05;27.3;29.41;0.548;9.39;1560;199.04
290195;Apuarema;69.09;30.3;32.64;0.552;7.87;837;252.3
290200;Aracatu;70.25;26.6;28.74;0.581;10.43;1234;316.6
290210;Araci;69.79;28;30.24;0.534;7.35;4956;221.98
290220;Aramari;70.63;25.5;27.52;0.588;7.82;958;274.61
290225;Arataca;70.46;26;28.07;0.559;6.78;960;256.14
290230;Aratuípe;70.2;26.8;28.92;0.575;6.64;773;278.23
290240;Aurelino Leal;70.55;25.8;27.79;0.568;7.62;1382;253.19
290250;Baianópolis;70.8;25;26.98;0.589;8.3;782;235.05
290260;Baixa Grande;71.49;23.1;24.9;0.585;9.37;1625;243.98
290270;Barra;69.99;27.4;29.58;0.557;6.39;5919;183.03
290280;Barra da Estiva;67.99;34;36.62;0.575;6.65;1880;270.66
290300;Barra do Mendes;72.04;21.6;23.3;0.63;10.85;1187;292.41
290310;Barra do Rocha;67.29;36.4;39.29;0.577;7.97;649;304.56
290320;Barreiras;73.43;18.1;19.5;0.721;4.29;6015;602.82
290323;Barro Alto;69.36;29.4;31.71;0.607;8.99;858;247.32
290323;Barro Alto;76.21;11.6;13.7;0.742;6.12;152;628.55
290327;Barrocas;72.18;21.2;22.9;0.61;6.45;591;284.41
290330;Barro Preto;69.63;28.6;30.8;0.602;8.86;837;287.6
290340;Belmonte;71.26;23.7;25.58;0.598;7.56;2683;289.9
290340;Belmonte;74.17;14.8;17.29;0.705;10.36;73;620.67
290350;Belo Campo;70.59;25.6;27.67;0.575;10;1691;263.52
290360;Biritinga;69.26;29.7;32.03;0.538;9.03;2008;209.37
290370;Boa Nova;70.18;26.8;28.96;0.567;11;1725;223.48
290380;Boa Vista do Tupim;68.75;31.4;33.85;0.551;8.48;1933;195.71
290390;Bom Jesus da Lapa;71.51;23;24.85;0.633;6.27;4638;367.62
290395;Bom Jesus da Serra;69.95;27.6;29.73;0.546;9.81;1039;223.19
290400;Boninal;72.35;20.8;22.42;0.612;10.7;1695;267.7
290410;Boquira;71.91;21.9;23.65;0.603;10.68;1758;266.71
290420;Botuporã;70.24;26.7;28.77;0.575;9.52;921;235.16
290430;Brejões;71.49;23.1;24.89;0.597;8.74;1961;261.14
290440;Brejolândia;69.73;28.2;30.46;0.592;9.16;1235;221.22
290450;Brotas de Macaúbas;70.24;26.7;28.77;0.57;12.77;976;247.49
290460;Brumado;73.41;18.1;19.54;0.656;8.45;4589;403.22
290470;Buerarema;71.33;23.5;25.36;0.613;9.7;2357;343.23
290475;Buritirama;70.63;25.5;27.53;0.565;6.26;2207;184.53
290480;Caatiba;70.09;27.1;29.25;0.561;8.28;1123;293.78
290490;Cachoeira;70.72;25.2;27.24;0.647;7.4;2048;368.11
290500;Caculé;71.12;24.1;26;0.637;10.09;1044;382.15
290510;Caém;67.08;37.2;40.1;0.546;9.45;815;223.48
290515;Caetanos;68.47;32.3;34.84;0.542;8.94;1962;224.38
290520;Caetité;73.04;19;20.52;0.625;8.78;3295;405.31
290530;Cafarnaum;69.03;30.4;32.85;0.584;7.21;907;251.31
290540;Cairu;73.41;18.1;19.54;0.627;4.16;597;334.19
290550;Caldeirão Grande;70.46;26;28.07;0.573;8.94;1366;211.26
290560;Camacan;71.07;24.2;26.16;0.581;7.6;3619;351.84
290580;Camamu;67.61;35.3;38.05;0.565;5.75;2472;264.63
290590;Campo Alegre de Lourdes;71.68;22.5;24.33;0.557;7.74;2773;199.01
290600;Campo Formoso;69.94;27.6;29.75;0.586;6.93;5118;270.05
290610;Canápolis;68.93;30.8;33.19;0.565;8.71;665;217.86
290610;Canápolis;77.32;12;13.96;0.722;8.1;217;711.27
290620;Canarana;69.04;30.4;32.8;0.587;7.25;1099;252.39
290620;Canarana;74.51;16.2;19.79;0.693;4.81;530;774.65
290630;Canavieiras;72.74;19.8;21.34;0.59;8.54;3738;325.61
290640;Candeal;72.19;21.2;22.87;0.587;10.5;1192;251.54
290650;Candeias;74.39;15.8;17.09;0.691;4.93;4051;462.57
290650;Candeias;74.81;15.6;18.17;0.678;11.26;225;621.22
290660;Candiba;69.56;28.8;31.03;0.591;10.02;1165;290.99
290670;Cândido Sales;72.9;19.4;20.9;0.601;8.64;2524;268.57
290682;Canudos;67.42;36;38.79;0.562;8.2;1566;251.59
290685;Capela do Alto Alegre;71.21;23.8;25.74;0.599;11.76;963;299.05
290687;Capim Grosso;70.09;27.1;29.27;0.621;8.3;1620;378.85
290689;Caraíbas;69.35;29.4;31.74;0.555;11.67;1190;277.97
290690;Caravelas;72.46;20.5;22.11;0.616;6.94;1337;394.43
290700;Cardeal da Silva;69.09;30.2;32.63;0.552;6.06;741;207.42
290710;Carinhanha;70.77;25.1;27.09;0.576;6.54;3361;209.51
290720;Casa Nova;69.16;30;32.41;0.57;7.32;6008;289.24
290730;Castro Alves;71.46;23.1;24.98;0.613;8.67;2485;316.1
290740;Catolândia;72.13;21.3;23.04;0.582;9.99;222;251.21
290750;Catu;73.86;17;18.39;0.677;6.41;3389;486.05
290755;Caturama;71.22;23.8;25.71;0.571;10.12;646;234.88
290760;Central;68.65;31.7;34.21;0.596;8.44;1591;231.1
290770;Chorrochó;71.74;22.4;24.16;0.6;9.01;1123;248.5
290780;Cícero Dantas;67.73;34.8;37.57;0.585;10.5;1656;315.19
