cod6;nome;Esperança de vida ao nascer 2010;Mortalidade infantil 2010;Mortalidade até 5 anos de idade 2010;IDHM 2010;Taxa de envelhecimento 2010;População em domicílios vulneráveis e com idoso 2010;Renda per capita 2010
315380;Queluzito;74.39;16.3;18.95;0.682;12.84;105;513.72
315390;Raposos;74.9;15.5;18.02;0.73;6.41;610;646.62
315400;Raul Soares;74.36;16.3;18.99;0.655;12.21;973;480.45
315410;Recreio;75.45;14.6;17.03;0.692;13.72;660;510.95
315415;Reduto;73.08;18.5;21.47;0.629;7.66;339;449.53
315420;Resende Costa;74.4;16.3;18.93;0.685;10.43;214;580.66
315430;Resplendor;74.99;15.4;17.85;0.67;11.48;984;504.18
315440;Ressaquinha;75.01;15.3;17.81;0.683;9.17;299;424.03
315450;Riacho dos Machados;73.45;17.8;20.73;0.627;6.93;767;255.57
315460;Ribeirão das Neves;74.31;16.4;19.08;0.684;4.46;6190;479.77
315470;Ribeirão Vermelho;76.01;13.8;16.09;0.737;11.94;104;617.88
315480;Rio Acima;77.22;12.1;14.12;0.673;6.89;346;582.71
315490;Rio Casca;73.79;17.3;20.06;0.65;10.12;873;460.2
315500;Rio Doce;73.07;18.5;21.48;0.664;12.45;173;439.86
315510;Rio do Prado;73.4;17.9;20.83;0.605;10.58;509;283.37
315520;Rio Espera;73.03;18.5;21.55;0.602;12.41;535;286.36
315530;Rio Manso;73.11;18.4;21.4;0.648;10.41;211;536.99
315540;Rio Novo;75.07;15.2;17.7;0.707;10.87;297;519.69
315550;Rio Paranaíba;76.28;13.4;15.63;0.709;7.62;316;727.2
315560;Rio Pardo de Minas;72.85;18.8;21.92;0.624;6.65;1602;306.96
315570;Rio Piracicaba;72.63;19.2;22.38;0.685;9.6;553;516.18
315580;Rio Pomba;76.77;12.7;14.83;0.714;11.29;377;601.31
315590;Rio Preto;75.84;14.1;16.36;0.679;11.3;301;501.52
315600;Rio Vermelho;72.23;20;23.19;0.558;9.54;1229;271.44
315610;Ritápolis;73.91;17.1;19.85;0.653;11.03;380;453.87
315620;Rochedo de Minas;75.92;14;16.23;0.684;9.55;80;494.36
315630;Rodeiro;72.84;18.9;21.95;0.668;7.51;55;635.26
315640;Romaria;73.78;17.3;20.1;0.708;8.01;59;716.47
315645;Rosário da Limeira;73.69;17.4;20.27;0.662;8.99;99;465.89
315650;Rubelita;73.46;17.8;20.7;0.582;10.11;838;248.99
315660;Rubim;73.99;16.9;19.7;0.609;12.16;985;311.79
315670;Sabará;74.99;15.4;17.85;0.731;6.39;2518;619.93
315680;Sabinópolis;73.71;17.4;20.24;0.638;10.55;960;420.36
315690;Sacramento;77.25;12.1;14.06;0.732;8.88;526;732.35
315700;Salinas;73.9;17.1;19.86;0.679;9.75;2086;613.65
315710;Salto da Divisa;75.74;14.2;16.54;0.608;9.61;977;306.04
315725;Santa Bárbara do Leste;73.01;18.6;21.6;0.613;8.16;270;351.59
315727;Santa Bárbara do Monte Verde;74.37;16.3;18.98;0.606;9.61;187;371.34
315730;Santa Bárbara do Tugúrio;73.57;17.6;20.49;0.637;9.56;260;370.7
315733;Santa Cruz de Minas;75.35;14.8;17.21;0.706;6.4;193;485.28
315737;Santa Cruz de Salinas;70.41;23.4;27.23;0.577;11.21;338;242.55
315740;Santa Cruz do Escalvado;73.91;17.1;19.85;0.625;13.26;339;374.23
315760;Santa Fé de Minas;73.26;18.2;21.11;0.615;7.81;395;313.25
315765;Santa Helena de Minas;68.37;27.8;32.25;0.567;8.89;802;218.43
315770;Santa Juliana;77.06;12.4;14.37;0.706;6.18;136;735
315790;Santa Margarida;72.07;20.2;23.53;0.61;7.33;508;416.11
315800;Santa Maria de Itabira;74.24;16.5;19.21;0.648;9.68;784;382.99
315810;Santa Maria do Salto;70.92;22.4;26.05;0.613;10.94;486;321.15
315830;Santana da Vargem;75.98;13.9;16.13;0.698;7.45;116;553.7
315840;Santana de Cataguases;72.58;19.3;22.49;0.694;12.95;135;437.81
315850;Santana de Pirapama;73.93;17;19.81;0.628;11.95;412;373.14
315860;Santana do Deserto;75.93;13.9;16.22;0.651;9.87;363;484.73
315870;Santana do Garambéu;74.32;16.4;19.07;0.667;9.71;191;452.48
315880;Santana do Jacaré;72.37;19.7;22.92;0.647;11.81;194;470.2
315895;Santana do Paraíso;77.66;11.5;13.44;0.685;5.65;937;495.81
315900;Santana do Riacho;75.02;15.3;17.8;0.665;9.47;401;432.77
315910;Santana dos Montes;73.04;18.5;21.55;0.647;10.52;310;352.48
315920;Santa Rita de Caldas;74.36;16.3;19;0.69;11.54;253;597.4
315930;Santa Rita de Jacutinga;74.58;16;18.59;0.682;13.62;189;535.45
315935;Santa Rita de Minas;72.48;19.5;22.69;0.613;8.37;293;395.61
315940;Santa Rita de Ibitipoca;72.6;19.3;22.44;0.63;9.82;195;391.79
315950;Santa Rita do Itueto;71.76;20.8;24.21;0.607;8.97;333;352.98
315960;Santa Rita do Sapucaí;74.8;15.6;18.19;0.721;7.64;702;738.4
315970;Santa Rosa da Serra;76.95;12.5;14.55;0.705;8.59;78;603.01
315980;Santa Vitória;76.88;12.6;14.66;0.71;9.9;523;698.7
315990;Santo Antônio do Amparo;74.39;16.3;18.95;0.672;7.99;825;431.56
316000;Santo Antônio do Aventureiro;75.45;14.6;17.03;0.671;12.24;43;485.5
316010;Santo Antônio do Grama;74.36;16.3;18.99;0.633;11.19;203;393.12
316020;Santo Antônio do Itambé;72.65;19.2;22.33;0.558;8.03;434;225.85
316030;Santo Antônio do Jacinto;71.33;21.6;25.15;0.574;10.56;1091;286.56
316040;Santo Antônio do Monte;75.37;14.8;17.18;0.724;7.97;448;781.49
316045;Santo Antônio do Retiro;72.03;20.3;23.62;0.57;7.22;731;183.75
316050;Santo Antônio do Rio Abaixo;74.39;16.3;18.94;0.669;9.85;194;370.28
316060;Santo Hipólito;74.44;16.2;18.85;0.657;11.21;174;431.72
316070;Santos Dumont;75.84;14.1;16.36;0.741;9.51;1529;578.64
316080;São Bento Abade;73.03;18.5;21.55;0.672;5.9;141;458.65
316095;São Domingos das Dores;73.01;18.6;21.6;0.638;6.14;157;338.29
316100;São Domingos do Prata;74.36;16.3;19.01;0.69;11.84;1070;531.92
316105;São Félix de Minas;72.68;19.2;22.26;0.62;9.85;335;312.33
316120;São Francisco de Paula;73.69;17.4;20.27;0.66;9.29;203;484.92
316120;São Francisco de Paula;76.57;10.7;12.54;0.685;9.4;739;628.15
316130;São Francisco de Sales;77.01;12.4;14.45;0.688;7.64;187;665.68
316140;São Francisco do Glória;74.96;15.4;17.9;0.663;10.58;260;449.2
316150;São Geraldo;74.85;15.6;18.1;0.651;10.36;203;474.14
316160;São Geraldo da Piedade;71.43;21.4;24.91;0.6;9.8;207;391.27
316165;São Geraldo do Baixio;74.43;16.2;18.86;0.63;8.84;126;404.81
316210;São Gotardo;76.27;13.4;15.65;0.736;6.96;377;795.14
316220;São João Batista do Glória;75.69;14.3;16.63;0.724;8.55;96;676.07
316225;São João da Lagoa;73.78;17.3;20.1;0.634;7.26;278;286.35
316230;São João da Mata;74.29;16.4;19.13;0.653;9.37;38;538.08
316240;São João da Ponte;72.17;20.1;23.33;0.569;7.94;2634;258.77
316245;São João das Missões;71.57;21.2;24.61;0.529;5.45;1037;181.77
316250;São João Del Rei;76.57;13;15.15;0.758;9.38;2264;764.74
316257;São João do Manteninha;73.3;18.1;21.02;0.64;11.37;392;385.78
316260;São João do Oriente;73.32;18.1;21;0.648;10.68;623;404.69
316265;São João do Pacuí;72.85;18.8;21.92;0.625;8.92;368;346.53
316280;São João Evangelista;73.37;18;20.9;0.638;10.54;1569;378.41
316290;São João Nepomuceno;75.98;13.9;16.13;0.708;10.62;311;608.32
316292;São Joaquim de Bicas;75.62;14.4;16.75;0.662;5.91;916;498.26
316294;São José da Barra;77.56;11.7;13.59;0.739;6.59;91;714.22
316295;São José da Lapa;75.63;14.4;16.73;0.729;5.98;660;540.26
316300;São José da Safira;70.91;22.4;26.07;0.583;6.43;218;334.87
316310;São José da Varginha;76.41;13.2;15.41;0.704;8.24;70;555.77
316320;São José do Alegre;75.2;15;17.47;0.717;9.78;77;537.13
316340;São José do Goiabal;73.83;17.2;20;0.666;10.95;249;476.92
316350;São José do Jacuri;69.96;24.4;28.3;0.566;10.15;414;298.57
316360;São José do Mantimento;74.36;16.3;18.99;0.657;9.45;169;359.93
316380;São Miguel do Anta;74.7;15.8;18.38;0.644;10.72;399;370.37
316390;São Pedro da União;75.16;15.1;17.55;0.674;11.01;116;549.49
316400;São Pedro dos Ferros;72.34;19.8;22.97;0.659;10.78;652;406.87
316420;São Romão;72.22;20;23.22;0.64;5.6;772;307.02
316430;São Roque de Minas;75.27;14.9;17.36;0.672;9.3;112;621.11
316440;São Sebastião da Bela Vista;75.87;14;16.32;0.692;8.43;112;573.43
316443;São Sebastião da Vargem Alegre;74.64;15.9;18.48;0.66;8.76;130;406.33
316447;São Sebastião do Anta;70.98;22.3;25.92;0.607;6.87;228;327.54
316450;São Sebastião do Maranhão;73.94;17;19.79;0.581;9.6;798;267.28
316460;São Sebastião do Oeste;74.9;15.5;18.01;0.626;9.42;175;545.07
316470;São Sebastião do Paraíso;75.15;15.1;17.56;0.722;8.9;939;775.73
316480;São Sebastião do Rio Preto;73.55;17.6;20.53;0.632;14.69;111;493.59
316490;São Sebastião do Rio Verde;75.71;14.3;16.6;0.676;10.76;100;442.98
316500;São Tiago;74.48;16.1;18.77;0.662;10.09;389;486.69
316510;São Tomás de Aquino;77.46;11.8;13.74;0.7;10.7;128;593.38
316520;São Thomé das Letras;73.03;18.5;21.55;0.667;5.65;181;428.33
316530;São Vicente de Minas;75.72;14.2;16.58;0.715;9.02;609;527.55
316540;Sapucaí-Mirim;75.49;14.6;16.97;0.68;8.24;193;497.65
316550;Sardoá;73.71;17.4;20.22;0.636;8.17;452;321.6
316553;Sarzedo;77.28;12;14.02;0.734;4.47;863;648.26
316555;Setubinha;69.6;25.1;29.16;0.542;6.61;1282;224.63
316556;Sem-Peixe;74.57;16;18.6;0.654;15.21;146;386.22
316557;Senador Amaral;74.25;16.5;19.2;0.661;5.46;125;385.29
316560;Senador Cortes;75.05;15.3;17.75;0.674;9.61;15;581.34
316570;Senador Firmino;74.75;15.7;18.29;0.644;12.06;311;426.49
316580;Senador José Bento;74.41;16.2;18.9;0.684;13.65;37;493.87
316600;Senhora de Oliveira;73.03;18.5;21.55;0.631;10.89;367;339.95
316610;Senhora do Porto;73.1;18.4;21.41;0.565;13.1;332;324.4
316620;Senhora dos Remédios;71.56;21.2;24.64;0.626;9.48;711;292.26
316630;Sericita;71.56;21.2;24.64;0.56;8;195;338.3
316640;Seritinga;76.17;13.6;15.82;0.66;9.78;59;476.43
316650;Serra Azul de Minas;73.55;17.6;20.53;0.557;7.37;336;226.22
316660;Serra da Saudade;76.78;12.7;14.82;0.677;9.08;18;494.31
316670;Serra dos Aimorés;72.06;20.3;23.56;0.651;10.13;792;464.82
316680;Serra do Salitre;76.11;13.7;15.91;0.696;5.97;190;715.23
316690;Serrania;75;15.3;17.83;0.677;9.35;261;470.34
316695;Serranópolis de Minas;71.38;21.5;25.03;0.633;8.97;299;351.46
316700;Serranos;75.05;15.2;17.74;0.643;9.57;117;425.18
316710;Serro;75.01;15.3;17.81;0.656;8.29;1569;457.27
316720;Sete Lagoas;75.37;14.8;17.18;0.76;6.8;5177;809.26
316730;Silveirânia;75.45;14.6;17.04;0.652;11.09;68;441.85
316740;Silvianópolis;76.87;12.6;14.68;0.699;11.7;160;647.64
316750;Simão Pereira;75.57;14.5;16.83;0.638;9.14;121;442.7
316760;Simonésia;74.36;16.3;18.99;0.632;7.68;562;383.01
316770;Sobrália;73.28;18.1;21.06;0.631;11.99;380;357.73
316780;Soledade de Minas;74.88;15.5;18.05;0.697;10.57;145;526.23
316790;Tabuleiro;74.27;16.5;19.17;0.681;12.8;121;503.88
316800;Taiobeiras;73.9;17.1;19.86;0.67;7.94;1561;426.91
316805;Taparuba;72.91;18.8;21.8;0.645;13.36;86;344.16
316810;Tapira;75.8;14.1;16.44;0.712;7.3;103;902
316810;Tapira;72.64;17.1;20.07;0.697;12.54;110;583.51
316820;Tapiraí;75.84;14.1;16.37;0.667;11.11;23;517.65
316820;Tapiraí;75.74;13.6;15.77;0.681;8.26;318;449.75
316840;Tarumirim;74.72;15.8;18.33;0.633;12.01;1400;364.41
316850;Teixeiras;73.26;18.1;21.1;0.675;11.02;765;568.91
316860;Teófilo Otoni;74.45;16.2;18.83;0.701;9.07;8827;615.34
316870;Timóteo;75.14;15.1;17.59;0.77;7.26;1758;786.68
316880;Tiradentes;78.1;11;12.77;0.74;7.07;136;802.39
316890;Tiros;76.13;13.6;15.88;0.683;11.77;316;634.3
316900;Tocantins;72.99;18.6;21.64;0.688;10.03;195;557.55
316905;Tocos do Moji;73.49;17.8;20.66;0.696;9.97;138;489.05
316910;Toledo;73.14;18.4;21.34;0.661;9.68;101;486.02
316910;Toledo;76.3;12.12;13.81;0.768;6.84;1611;876.72
316920;Tombos;77.23;12.1;14.1;0.718;12.37;417;621.05
316950;Tumiritinga;74.63;15.9;18.5;0.626;9.34;454;366.89
316960;Tupaciguara;76.78;12.7;14.81;0.719;11.18;855;665.76
316970;Turmalina;73.98;17;19.71;0.682;6.8;515;446.26
316970;Turmalina;74.04;16.2;18.79;0.736;14.61;22;725.06
316980;Turvolândia;74.71;15.8;18.36;0.696;8.97;49;649.97
316990;Ubá;75.45;14.6;17.04;0.724;7.38;2124;739.56
317000;Ubaí;72.22;20;23.22;0.609;7.17;1105;247.91
317005;Ubaporanga;73.32;18.1;21;0.614;8.7;693;342.3
317010;Uberaba;75.71;14;16.38;0.772;8.61;4530;978.01
317020;Uberlândia;78.09;10.68;12.49;0.789;6.84;7651;1001.45
317030;Umburatiba;73.88;17.1;19.91;0.638;9.57;280;332.13
317040;Unaí;75.83;14.1;16.39;0.736;6.15;2278;720.51
317043;União de Minas;74.73;15.7;18.31;0.672;8.15;117;562.84
317047;Uruana de Minas;72.6;19.3;22.44;0.664;8.5;145;360.58
317050;Urucânia;73.67;17.5;20.31;0.633;8.21;548;397.46
317052;Urucuia;71.88;20.6;23.95;0.619;6.26;1539;259.38
317057;Vargem Alegre;74.12;16.7;19.44;0.631;9.95;345;407.13
317060;Vargem Bonita;75.8;14.1;16.43;0.696;10.4;53;508.67
317060;Vargem Bonita;73.06;16.5;19.27;0.718;6.43;129;642.6
317065;Vargem Grande do Rio Pardo;73.63;17.5;20.38;0.634;7.08;310;265.02
317070;Varginha;77.49;12.21;14.09;0.778;7.17;2184;904.57
317075;Varjão de Minas;75.79;14.1;16.45;0.711;5.4;75;528.14
317080;Várzea da Palma;73.83;17.2;19.99;0.666;5.94;1652;413.59
317090;Varzelândia;73.37;18;20.88;0.594;7.9;1599;238.92
317100;Vazante;76.96;12.5;14.53;0.742;6.83;502;650.88
317103;Verdelândia;72.81;18.9;22;0.584;5.09;691;233.27
317107;Veredinha;72.11;20.2;23.45;0.632;7.33;130;293.08
317110;Veríssimo;77.16;12.2;14.21;0.667;9.1;23;560.98
317115;Vermelho Novo;72.37;19.7;22.91;0.612;8.91;262;355.42
317120;Vespasiano;73.65;15.32;17.92;0.688;4.67;2479;539.05
317140;Vieiras;73.47;17.8;20.69;0.668;10.24;207;386.39
317150;Mathias Lobato;72.71;19.1;22.21;0.612;7.21;214;326.18
317160;Virgem da Lapa;72.83;18.9;21.97;0.61;9.62;1352;305.36
317170;Virgínia;74.73;15.7;18.31;0.651;8.87;315;415.41
317180;Virginópolis;74.86;15.6;18.08;0.675;10.15;651;423.01
317190;Virgolândia;72.71;19.1;22.22;0.62;12.25;444;339.03
317200;Visconde do Rio Branco;75.97;13.9;16.14;0.709;8.85;1254;658.96
317210;Volta Grande;75.45;14.6;17.03;0.669;10.32;228;515.46
317220;Wenceslau Braz;75.53;14.5;16.91;0.678;9.71;127;439.73
317220;Wenceslau Braz;72.42;16.4;19.14;0.687;9.24;924;594.42
320010;Afonso Cláudio;74.51;14.8;17.24;0.667;9.5;894;489.59
320013;Águia Branca;72.53;17.7;20.68;0.678;7.88;353;487.28
320016;Água Doce do Norte;74.13;15.3;17.88;0.652;9.53;774;377.39
320020;Alegre;75.35;13.6;15.91;0.721;10.17;1342;655.72
320030;Alfredo Chaves;74.93;14.2;16.57;0.71;9.73;162;634.97
320035;Alto Rio Novo;73.89;15.6;18.28;0.664;7.71;286;413.59
320040;Anchieta;76.35;12.3;14.38;0.73;7.29;618;608.42
320040;Anchieta;73.01;16.6;19.38;0.699;9.58;156;636.15
320050;Apiacá;75.45;13.5;15.75;0.673;10.56;295;482.94
320060;Aracruz;75.26;13.7;16.04;0.752;5.42;1817;695.25
320070;Atilio Vivacqua;75.45;13.5;15.75;0.708;8.13;338;493.81
320080;Baixo Guandu;73.66;16;18.67;0.702;9.82;1145;516.34
320090;Barra de São Francisco;73.9;15.6;18.26;0.683;8.57;1568;527.84
320110;Bom Jesus do Norte;76.22;12.5;14.58;0.734;10.14;319;584.06
320115;Brejetuba;74.65;14.6;17.02;0.656;4.82;314;402.56
320120;Cachoeiro de Itapemirim;75.2;13.8;16.14;0.746;7.52;4488;763.71
320130;Cariacica;75.64;13.2;15.46;0.718;5.99;8856;620.89
320140;Castelo;76.09;12.6;14.77;0.726;9.58;567;636.49
320150;Colatina;75.45;13.5;15.74;0.746;8.05;2578;788.29
320190;Domingos Martins;74.98;14.1;16.49;0.669;8.09;1322;551.74
320200;Dores do Rio Preto;73.78;15.8;18.46;0.654;7.32;165;414.87
320210;Ecoporanga;74.13;15.3;17.88;0.662;8.38;1149;406.49
320220;Fundão;75.34;13.6;15.92;0.718;8.35;576;657.18
320225;Governador Lindenberg;74.35;15;17.51;0.694;8.37;116;515.11
320240;Guarapari;75.21;14.43;16.8;0.731;7.36;3175;830.51
320245;Ibatiba;74.8;14.4;16.77;0.647;7.47;482;458.35
320255;Ibitirama;74.24;15.1;17.69;0.622;6.4;419;353.86
320260;Iconha;74.77;14.4;16.83;0.729;8.6;201;660.78
320265;Irupi;72.9;17.1;20.01;0.637;7;333;481.28
320280;Itapemirim;73.5;16.2;18.95;0.654;7.16;1250;428.61
320290;Itarana;73.51;16.2;18.93;0.684;10.76;115;607.49
320300;Iúna;74.74;14.4;16.87;0.666;7.16;998;501.21
320305;Jaguaré;73.59;16.1;18.8;0.678;5.6;1114;543.6
320310;Jerônimo Monteiro;75.61;13.2;15.49;0.698;10.77;529;566.32
320313;João Neiva;76.42;12.2;14.28;0.753;9.43;400;859.01
320316;Laranja da Terra;73.59;16.1;18.8;0.656;11.15;297;411.93
320320;Linhares;75.05;14;16.38;0.724;5.83;3602;711.38
320330;Mantenópolis;73.61;16;18.76;0.657;9.29;734;417.83
320332;Marataízes;75.8;13;15.21;0.696;8.02;1654;538.07
320334;Marechal Floriano;75.95;12.8;14.98;0.71;7.95;348;683.63
320335;Marilândia;74.35;15;17.51;0.696;9.57;160;510.91
320340;Mimoso do Sul;74.64;14.6;17.03;0.67;9.29;1095;523.04
320350;Montanha;73.96;15.5;18.16;0.667;9.71;956;547.46
320360;Mucurici;74.7;14.5;16.94;0.666;9.41;411;372.63
320370;Muniz Freire;74.24;15.1;17.69;0.645;8.25;703;421.86
320380;Muqui;73.1;16.8;19.64;0.694;9.95;678;528.68
320390;Nova Venécia;75.48;13.4;15.7;0.712;7.73;1867;592.06
320400;Pancas;73.89;15.6;18.28;0.667;7.79;994;451.21
320405;Pedro Canário;73.71;15.9;18.58;0.654;5.96;724;437.08
320410;Pinheiros;73.96;15.5;18.16;0.673;8.07;1037;509.45
320420;Piúma;76.11;12.6;14.75;0.727;7.28;600;629.9
320425;Ponto Belo;71.96;18.6;21.73;0.669;9.79;405;405.19
320435;Rio Bananal;73.1;16.8;19.64;0.681;7.38;346;550.55
320440;Rio Novo do Sul;75.21;13.8;16.12;0.711;9.42;324;594.24
320450;Santa Leopoldina;72.79;17.3;20.2;0.626;8.86;486;445.57
320455;Santa Maria de Jetibá;75.04;14;16.39;0.671;6.46;571;603.33
320460;Santa Teresa;75.04;14;16.39;0.714;9.94;310;716.25
320465;São Domingos do Norte;73.66;16;18.67;0.682;8.59;205;547.57
320470;São Gabriel da Palha;75.08;14;16.32;0.709;7.27;751;792.54
320490;São Mateus;75.55;13.3;15.59;0.735;5.64;4234;699.99
320495;São Roque do Canaã;73.16;16.7;19.54;0.7;9.47;264;572.42
320500;Serra;75.66;13.2;15.42;0.739;4.51;7396;705.89
320501;Sooretama;73.1;16.8;19.64;0.662;4.78;567;457.49
320503;Vargem Alta;73.81;15.8;18.41;0.663;7.44;395;480.01
320506;Venda Nova do Imigrante;75.69;13.2;15.37;0.728;7.01;345;754.66
320515;Vila Pavão;74.79;14.4;16.79;0.681;7.91;147;449.3
320517;Vila Valério;73.93;15.6;18.2;0.675;6.47;352;569.82
320520;Vila Velha;76.84;10.86;12.74;0.8;7.19;6257;1211.79
320530;Vitória;76.28;11.37;13.34;0.845;8.22;3797;1866.58
330010;Angra dos Reis;75.75;12.97;14.59;0.724;5.22;3125;798.68
330015;Aperibé;72.1;18.4;20.7;0.692;10.13;529;516.14
330020;Araruama;75.32;14.18;15.95;0.718;9.51;3821;680.88
330022;Areal;74.35;15;16.88;0.684;8.15;361;571.74
330025;Arraial do Cabo;73.31;16.5;18.56;0.733;8.48;880;714.47
330030;Barra do Piraí;74.14;15.3;17.21;0.733;9.09;2965;719.16
330040;Barra Mansa;74.14;14.91;16.77;0.729;8.08;4325;705.1
330045;Belford Roxo;73.5;16.54;18.61;0.684;6.18;14369;491.51
330060;Bom Jesus do Itabapoana;74.16;15.2;17.1;0.732;10.47;1823;717.69
330070;Cabo Frio;75.16;15.41;17.34;0.735;7.14;3570;815.75
330080;Cachoeiras de Macacu;74.01;16.43;18.48;0.7;8.03;1678;604.45
330090;Cambuci;73.51;16.2;18.23;0.691;11.95;670;524.88
330093;Carapebus;73.3;16.5;18.56;0.713;7.61;596;620.35
330095;Comendador Levy Gasparian;72.11;18.4;20.7;0.685;9.21;335;537.66
330100;Campos dos Goytacazes;74.82;14.72;16.56;0.716;8.11;20068;682.59
330115;Cardoso Moreira;71.93;18.6;20.93;0.648;11.82;819;465.04
330120;Carmo;73.77;15.8;17.78;0.696;9.64;702;559.66
330130;Casimiro de Abreu;73.64;16;18;0.726;7.21;576;768.45
330150;Cordeiro;74.54;14.7;16.54;0.729;9.53;520;724.29
330160;Duas Barras;72.39;17.9;20.14;0.659;8.06;339;540.35
330170;Duque de Caxias;75;14.07;15.83;0.711;6.61;21955;592.81
330180;Engenheiro Paulo de Frontin;73.32;16.5;18.56;0.722;9.41;478;529.05
330185;Guapimirim;73.69;16.72;18.81;0.698;6.71;1222;594.06
330187;Iguaba Grande;75.44;13.5;15.19;0.761;10.73;636;818.01
330190;Itaboraí;73.75;15.04;16.92;0.693;6.56;6864;584.35
330200;Itaguaí;73.84;15.7;17.66;0.715;6.08;2727;635.5
330205;Italva;72.52;17.7;19.91;0.688;12.4;387;593.88
330210;Itaocara;74.18;15.2;17.1;0.713;12.08;683;607.18
330220;Itaperuna;75.24;12.66;14.24;0.73;9.51;2439;688.83
330225;Itatiaia;75.16;13.8;15.53;0.737;7.1;617;773.48
330227;Japeri;73.51;16.2;18.23;0.659;5.64;3630;420.15
330230;Laje do Muriaé;72.97;17;19.13;0.668;10.12;514;453.97
330240;Macaé;74.66;13.6;15.3;0.764;4.91;2934;1103.42
330245;Macuco;73.03;16.9;19.01;0.703;9.07;238;574.96
330250;Magé;74.91;13.34;15.01;0.709;7.22;6331;567.59
330260;Mangaratiba;75.71;13.1;14.74;0.753;8.12;646;832.15
330270;Maricá;75.99;12.02;13.52;0.765;8.44;2712;910.41
330280;Mendes;73.36;16.4;18.45;0.736;10.3;489;649.4
330290;Miguel Pereira;74.68;14.5;16.31;0.745;11.79;635;801.63
330300;Miracema;73.32;16.5;18.56;0.713;10.4;1267;608.62
330320;Nilópolis;73.99;15.75;17.72;0.753;8.97;3938;755.26
330330;Niterói;76.23;12.91;14.52;0.837;12.17;7187;2000.29
330340;Nova Friburgo;75.77;13.21;14.86;0.745;9.82;2738;894.75
330360;Paracambi;73.73;15.9;17.89;0.72;8.15;1203;580.49
330370;Paraíba do Sul;73.7;15.9;17.89;0.702;9.42;1565;613.56
330380;Paraty;75.52;13.4;15.08;0.693;5.86;937;734.36
330385;Paty do Alferes;73.34;16.4;18.45;0.671;9.03;1407;562.52
330390;Petrópolis;75.79;12.86;14.47;0.745;9.9;7249;922.49
330395;Pinheiral;73.03;16.9;19.01;0.715;7.02;545;657.99
330400;Piraí;73.16;16.7;18.79;0.708;8.33;916;678.3
330410;Porciúncula;73.11;16.8;18.9;0.697;9.71;556;615.63
330411;Porto Real;74.01;15.5;17.44;0.713;5.84;427;577.07
330412;Quatis;73.38;16.4;18.45;0.69;7.6;379;535.96
330414;Queimados;73.58;16.67;18.75;0.68;6.16;4799;484.4
330415;Quissamã;74.23;15.2;17.1;0.704;7.64;799;616.31
330420;Resende;75.31;13.85;15.58;0.768;7.31;2478;915.21
330430;Rio Bonito;74.16;15.2;17.1;0.71;8.23;1660;643.54
330440;Rio Claro;73.07;16.9;19.01;0.683;8.69;851;623.62
330440;Rio Claro;76.72;13.47;15.1;0.803;9.36;2073;1049.16
330450;Rio das Flores;74.32;15;16.88;0.68;8.76;303;499.13
330452;Rio das Ostras;76.26;10.96;12.33;0.773;5.59;1282;1051.19
330455;Rio de Janeiro;75.69;13.02;14.65;0.799;10.46;109756;1492.63
330460;Santa Maria Madalena;72.79;17.3;19.46;0.668;10.14;435;522.66
330470;Santo Antônio de Pádua;73.33;16.5;18.56;0.718;10.55;1342;657.53
330475;São Francisco de Itabapoana;72.44;17.8;20.03;0.639;8.52;2733;375.49
330480;São Fidélis;72.21;18.2;20.48;0.691;11.33;1381;567.23
330500;São João da Barra;73.02;16.9;19.01;0.671;9.16;1061;570.38
330510;São João de Meriti;74.87;14.56;16.38;0.719;7.47;14138;597.57
330513;São José de Ubá;72.88;17.2;19.35;0.652;9.67;307;410.44
330515;São José do Vale do Rio Preto;73.33;16.5;18.56;0.66;7.13;455;517.99
330520;São Pedro da Aldeia;73.03;16.9;19.01;0.712;6.97;1696;710.04
330530;São Sebastião do Alto;72.35;18;20.25;0.646;10.71;844;423.88
330550;Saquarema;73.26;16.6;18.68;0.709;8.73;2874;681.62
330555;Seropédica;73.3;16.5;18.56;0.713;6.75;1464;604.82
330560;Silva Jardim;72.6;17.6;19.8;0.654;7.75;951;476.99
330570;Sumidouro;72.78;17.3;19.46;0.611;7.34;291;479.46
330575;Tanguá;72.55;17.7;19.91;0.654;7.25;1590;440.84
330580;Teresópolis;76.27;13.29;14.95;0.73;9.01;3507;859.79
330590;Trajano de Moraes;73.77;15.8;17.78;0.667;10.56;839;510.96
330615;Varre-Sai;73.58;16.1;18.11;0.659;7.05;229;418.62
330620;Vassouras;73.79;15.8;17.78;0.714;9.52;1029;701.06
330630;Volta Redonda;74.98;14.15;15.92;0.771;8.36;4588;920.51
350010;Adamantina;76.13;12;13.92;0.79;12.61;547;975.43
350020;Adolfo;75.62;13.8;15.98;0.73;10.57;45;661.65
350030;Aguaí;76.49;12.5;14.5;0.715;7.81;738;636.07
350040;Águas da Prata;78.13;9.6;11.13;0.781;13.49;126;853.39
350050;Águas de Lindóia;75.76;12.5;14.5;0.745;10.77;572;730.13
350055;Águas de Santa Bárbara;75.41;13;15.08;0.757;10;62;818.15
350060;Águas de São Pedro;78.37;9.3;10.79;0.854;18.58;15;1580.72
350070;Agudos;75.67;13.7;15.88;0.745;7.73;1203;642.59
350075;Alambari;73.27;17.5;20.3;0.712;7.86;101;556.36
